question_id,question_short,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,question_mean
2899,other elite loyalty,0.30877986088767256,0.4617053561683754,0.44154400467558635,0.39081412765387125,0.04816737926174319,0.047043488606605906,0.1902969029629773,0.07939772399912395,0.19813519813519814
2910,is kin to elites,0.0519183181407541,0.10424031733209058,0.056401093016137716,0.30209682342458427,0.05379360127579574,2.037571564868491e-12,0.305824319188265,1.4417998690304052e-12,0.0945945945945946
2941,is anthropomorphic,0.4814318950158658,0.687265941601165,0.07382693499750557,0.9678880320539199,0.8608861988763604,0.02619162078786445,0.9791963584945663,0.523654883163874,0.59375
2944,is chthonic,0.07070548372794692,0.0719979580643206,0.2205465021983613,0.14619167810532302,0.2332379008127739,0.48235327751599744,0.1150133046862233,1.3588652194892328e-12,0.17006802721088435
2948,is sky deity,0.5967003016709722,0.7124374403604894,0.6466891594638937,0.682311701625177,0.9390361777947457,0.7209098300778246,0.7367537561405635,7.705444168681319e-12,0.6082004555808656
2958,is monarch fused,0.021479218117444684,0.03599840133697842,3.1923612247436187e-12,0.4670662763207248,0.0953462028575088,0.03829880996311233,0.06775675350006592,0.07559271208002381,0.10273972602739725
2984,is unquestionably good,0.9069538755337869,0.4472916731744396,0.9999999999970256,0.8260292519282969,0.9999999999988265,0.9999999999982213,0.19654518203049443,0.9999999999979848,0.8564814814814815
3192,positive emotion,0.7476021530295991,0.6445985838295797,0.9999999999971564,0.9999999999975565,0.9999999999987372,0.49424324945798925,0.9261765392979812,0.9309898887980046,0.8622327790973872
3218,permissible to worship other god?,0.37817246825781936,0.49645637200220993,0.14016760449237395,0.8674569538128951,0.13637819675843565,0.10809300480727252,0.9263069120613275,0.14050003471216602,0.35091743119266056
3229,negative emotion,0.6214943563336154,0.6569692498148131,0.910688476112373,0.9650328443050619,0.9500297277736846,0.2321993357131307,0.6958910984018586,0.845598712910003,0.7511737089201878
3233,knowledge this world,0.9999999999980911,0.9253167100002493,0.9999999999973525,0.9999999999980587,0.9999999999988815,0.9999999999982635,0.9768869451831528,0.9999999999987358,0.9931506849315068
3247,causal efficacy the world,0.9601892185362635,0.8920044883217982,0.9999999999972631,0.9584396437481226,0.9780209799540045,0.9801123122488052,0.9999999999976648,0.9765824394107744,0.9723502304147466
3283,possesses hunger,0.0475669155261405,0.29685886350499374,0.5829669942486811,0.5771672587586708,0.20081274990891138,0.019333138247007005,0.7741935578862911,0.10517536496280919,0.2709832134292566
3288,indirect causal efficacy the world,0.8229649314007792,0.7080645418791446,0.6990150255757542,0.9298305740762121,0.8578711232768136,0.867338467520049,0.8990858367551285,0.7222109021531256,0.8195121951219512
3296,communicates with living,0.8183340526841885,0.6135523148983713,0.971014697282643,0.9864595014815356,0.9777015391593104,0.9295717850354802,0.9301165759979512,0.9999999999985156,0.9287410926365796
3328,is monarch manifestation,0.1507954277876193,0.13863417224477778,0.26011358122831546,0.5952974072874624,0.20553134777003845,1.9295269572497478e-12,0.09833503632708145,0.07491770966171613,0.1793103448275862
2861,murder other religions,0.8105593190416717,3.894178790440411e-12,0.5046467788945543,0.7949369480175201,0.9999999999974821,0.9999999999978301,0.2642553673076921,0.999999999997342,0.7799043062200957
2883,murder coreligionists,0.9073439558486629,5.11270281466279e-12,0.5410691128215245,0.895068905147609,0.9999999999986472,0.9999999999980883,0.5770016838677566,0.9999999999987944,0.8383371824480369
2887,honouring oaths,0.9597793500659726,0.32026180612850735,0.9999999999952581,0.9999999999979412,0.9999999999983793,0.9999999999982733,0.9555427721625497,0.9274714150159342,0.9343891402714932
2898,ritual observance,0.9448464368062116,0.5830196946816256,0.9535571295579438,0.9800698755567793,0.999999999998846,0.9999999999982975,0.9999999999965485,0.7892082096960598,0.9217002237136466
2902,non-lethal fighting,0.47277502422735107,3.3583737268798367e-12,0.9535707991862956,0.8485096708360714,0.9247589979593008,0.7885276494273541,0.18654526332643684,0.9999999999952177,0.7223650385604113
2911,lying,0.9320584982739593,0.14145475314343056,0.9999999999972421,0.9798765064651702,0.9999999999988771,0.9999999999982966,0.44799353662208546,0.9876846397973444,0.8792710706150342
2917,laziness,0.6625415553495629,0.06277014845987405,0.9999999999971378,0.9572000477663738,0.9892335991693136,0.9999999999977534,0.2808518255333668,0.9531224832085751,0.8146341463414634
2921,property crimes,0.8790232739935541,3.3623246949615024e-12,0.9999999999972995,0.9999999999979028,0.9772087390982247,0.9999999999982261,0.5210359617661271,0.9999999999986925,0.8688524590163934
2923,shirking risk,0.12649137256452858,0.03432814803622504,0.9999999999958913,0.9148970679492503,0.8287775241994086,0.9796705532641622,0.16240617110092345,0.734354682037178,0.6449864498644986
2928,prosocial norm adherence,0.895874839485722,0.46411241119907193,0.9999999999971738,0.956910132145422,0.955539267247894,0.9833686755426826,0.8506007953007807,0.98064825491006,0.9170403587443946
2930,performance of rituals,0.9627518895669043,0.7385947877538045,0.9999999999973411,0.9609682787357767,0.988744618810385,0.999999999998261,0.9777714886717004,0.8432761940519152,0.9415730337078652
2939,personal hygiene,0.5895501666544162,0.03358311424176037,0.9999999999968426,0.9082912137992122,0.9587273826204701,0.9773627411832839,0.5807361761044947,0.5740821379566875,0.7406483790523691
2942,gossiping,0.6272699082254267,3.4748359261014954e-12,0.9999999999968601,0.8480762028558412,0.9999999999981584,0.9999999999981876,4.211667080784821e-11,0.9529301398628439,0.7703703703703704
2962,sorcery,0.7364434653309093,0.028309944125764,0.9999999999972627,0.8280401826663085,0.9999999999987124,0.9529664742847248,0.6097244778922323,0.9719901626887748,0.8341232227488151
2970,taboos,0.7492954609253851,3.652544047788834e-12,0.9502814327956044,0.8977791332487461,0.9045339557287739,0.6660865717372196,0.7059313635030666,0.6868341472654673,0.7400468384074942
2972,murder other polities,0.862170345680956,0.03707567249492069,0.3706971427128341,0.7573398068941934,0.9786681319427221,0.9999999999981419,0.22306437613476593,0.9999999999987491,0.7590361445783133
2974,disrespecting elders,0.8291612742950832,0.07342073148042126,0.9999999999972331,0.9999999999978164,0.9411527518557666,0.9999999999981909,0.5932252983718795,0.9883430575911246,0.8687350835322196
2978,sex,0.7114597064742607,0.033569496514345404,0.8869271218429279,0.8564597044052165,0.9999999999986173,0.8924841479872838,0.6822087608544415,0.9838458862518994,0.8275862068965517
2982,conversion non-religionists,0.3909033578928584,0.03474835898954549,0.6856850222939375,0.4321236807764371,0.9674742481070071,0.9999999999955415,2.9468850947870054e-12,0.889001373619389,0.6495327102803738
2985,economic fairness,0.757082211563627,0.03358160623406245,0.9771549466543694,0.7826110792147227,0.9864788252341529,0.9999999999981187,0.24873544323501093,0.9346926192646127,0.7927710843373494
